"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","03.01.2022 22:15 - 03.01.2022 22:30 (UTC)","0","5357","23104"
"Germany (DE)","03.01.2022 22:30 - 03.01.2022 22:45 (UTC)","0","5294","22752"
"Germany (DE)","03.01.2022 22:45 - 03.01.2022 23:00 (UTC)","0","5275","22075"
"Germany (DE)","03.01.2022 23:00 - 03.01.2022 23:15 (UTC)","0","5250","21607"
"Germany (DE)","03.01.2022 23:15 - 03.01.2022 23:30 (UTC)","0","5277","21540"
"Germany (DE)","03.01.2022 23:30 - 03.01.2022 23:45 (UTC)","0","5384","21253"
"Germany (DE)","03.01.2022 23:45 - 04.01.2022 00:00 (UTC)","0","5315","20897"
"Germany (DE)","04.01.2022 00:00 - 04.01.2022 00:15 (UTC)","0","5275","20514"
"Germany (DE)","04.01.2022 00:15 - 04.01.2022 00:30 (UTC)","0","5004","20341"
"Germany (DE)","04.01.2022 00:30 - 04.01.2022 00:45 (UTC)","0","4710","20076"
"Germany (DE)","04.01.2022 00:45 - 04.01.2022 01:00 (UTC)","0","4465","19786"
"Germany (DE)","04.01.2022 01:00 - 04.01.2022 01:15 (UTC)","0","4322","19479"
"Germany (DE)","04.01.2022 01:15 - 04.01.2022 01:30 (UTC)","0","3953","19082"
"Germany (DE)","04.01.2022 01:30 - 04.01.2022 01:45 (UTC)","0","3778","18541"
"Germany (DE)","04.01.2022 01:45 - 04.01.2022 02:00 (UTC)","0","3795","18425"
"Germany (DE)","04.01.2022 02:00 - 04.01.2022 02:15 (UTC)","0","3764","18063"
"Germany (DE)","04.01.2022 02:15 - 04.01.2022 02:30 (UTC)","0","3563","17804"
"Germany (DE)","04.01.2022 02:30 - 04.01.2022 02:45 (UTC)","0","3304","17605"
"Germany (DE)","04.01.2022 02:45 - 04.01.2022 03:00 (UTC)","0","3109","17157"
"Germany (DE)","04.01.2022 03:00 - 04.01.2022 03:15 (UTC)","0","2956","16602"
"Germany (DE)","04.01.2022 03:15 - 04.01.2022 03:30 (UTC)","0","2660","16302"
"Germany (DE)","04.01.2022 03:30 - 04.01.2022 03:45 (UTC)","0","2521","16105"
"Germany (DE)","04.01.2022 03:45 - 04.01.2022 04:00 (UTC)","0","2468","15791"
"Germany (DE)","04.01.2022 04:00 - 04.01.2022 04:15 (UTC)","0","2517","15629"
"Germany (DE)","04.01.2022 04:15 - 04.01.2022 04:30 (UTC)","0","2474","15297"
"Germany (DE)","04.01.2022 04:30 - 04.01.2022 04:45 (UTC)","0","2486","14912"
"Germany (DE)","04.01.2022 04:45 - 04.01.2022 05:00 (UTC)","0","2571","14734"
"Germany (DE)","04.01.2022 05:00 - 04.01.2022 05:15 (UTC)","0","2842","14517"
"Germany (DE)","04.01.2022 05:15 - 04.01.2022 05:30 (UTC)","0","3014","14150"
"Germany (DE)","04.01.2022 05:30 - 04.01.2022 05:45 (UTC)","0","3177","14060"
"Germany (DE)","04.01.2022 05:45 - 04.01.2022 06:00 (UTC)","0","3319","13728"
"Germany (DE)","04.01.2022 06:00 - 04.01.2022 06:15 (UTC)","0","3352","13518"
"Germany (DE)","04.01.2022 06:15 - 04.01.2022 06:30 (UTC)","0","3266","13331"
"Germany (DE)","04.01.2022 06:30 - 04.01.2022 06:45 (UTC)","0","3261","13123"
"Germany (DE)","04.01.2022 06:45 - 04.01.2022 07:00 (UTC)","1","3397","13016"
"Germany (DE)","04.01.2022 07:00 - 04.01.2022 07:15 (UTC)","6","3290","12757"
"Germany (DE)","04.01.2022 07:15 - 04.01.2022 07:30 (UTC)","25","3304","12485"
"Germany (DE)","04.01.2022 07:30 - 04.01.2022 07:45 (UTC)","72","3313","12538"
"Germany (DE)","04.01.2022 07:45 - 04.01.2022 08:00 (UTC)","156","3096","12312"
"Germany (DE)","04.01.2022 08:00 - 04.01.2022 08:15 (UTC)","279","2895","12249"
"Germany (DE)","04.01.2022 08:15 - 04.01.2022 08:30 (UTC)","412","2639","11749"
"Germany (DE)","04.01.2022 08:30 - 04.01.2022 08:45 (UTC)","602","2761","11692"
"Germany (DE)","04.01.2022 08:45 - 04.01.2022 09:00 (UTC)","801","2977","11598"
"Germany (DE)","04.01.2022 09:00 - 04.01.2022 09:15 (UTC)","1002","3415","11611"
"Germany (DE)","04.01.2022 09:15 - 04.01.2022 09:30 (UTC)","1172","3751","11560"
"Germany (DE)","04.01.2022 09:30 - 04.01.2022 09:45 (UTC)","1340","3810","11735"
"Germany (DE)","04.01.2022 09:45 - 04.01.2022 10:00 (UTC)","1514","3200","11993"
"Germany (DE)","04.01.2022 10:00 - 04.01.2022 10:15 (UTC)","1678","3159","12041"
"Germany (DE)","04.01.2022 10:15 - 04.01.2022 10:30 (UTC)","1848","3337","12051"
"Germany (DE)","04.01.2022 10:30 - 04.01.2022 10:45 (UTC)","2076","3559","12037"
"Germany (DE)","04.01.2022 10:45 - 04.01.2022 11:00 (UTC)","2228","3972","11934"
"Germany (DE)","04.01.2022 11:00 - 04.01.2022 11:15 (UTC)","2319","4276","11916"
"Germany (DE)","04.01.2022 11:15 - 04.01.2022 11:30 (UTC)","2431","4388","12023"
"Germany (DE)","04.01.2022 11:30 - 04.01.2022 11:45 (UTC)","2519","4734","11928"
"Germany (DE)","04.01.2022 11:45 - 04.01.2022 12:00 (UTC)","2655","4821","12172"
"Germany (DE)","04.01.2022 12:00 - 04.01.2022 12:15 (UTC)","2702","5077","12040"
"Germany (DE)","04.01.2022 12:15 - 04.01.2022 12:30 (UTC)","2640","5386","12120"
"Germany (DE)","04.01.2022 12:30 - 04.01.2022 12:45 (UTC)","2401","5500","12565"
"Germany (DE)","04.01.2022 12:45 - 04.01.2022 13:00 (UTC)","2064","5800","12592"
"Germany (DE)","04.01.2022 13:00 - 04.01.2022 13:15 (UTC)","1742","5857","12839"
"Germany (DE)","04.01.2022 13:15 - 04.01.2022 13:30 (UTC)","1487","5452","12941"
"Germany (DE)","04.01.2022 13:30 - 04.01.2022 13:45 (UTC)","1157","5300","13153"
"Germany (DE)","04.01.2022 13:45 - 04.01.2022 14:00 (UTC)","906","5629","13282"
"Germany (DE)","04.01.2022 14:00 - 04.01.2022 14:15 (UTC)","707","6070","13536"
"Germany (DE)","04.01.2022 14:15 - 04.01.2022 14:30 (UTC)","524","6210","13754"
"Germany (DE)","04.01.2022 14:30 - 04.01.2022 14:45 (UTC)","344","6197","13764"
"Germany (DE)","04.01.2022 14:45 - 04.01.2022 15:00 (UTC)","189","6079","13849"
"Germany (DE)","04.01.2022 15:00 - 04.01.2022 15:15 (UTC)","69","6278","14003"
"Germany (DE)","04.01.2022 15:15 - 04.01.2022 15:30 (UTC)","14","6104","14478"
"Germany (DE)","04.01.2022 15:30 - 04.01.2022 15:45 (UTC)","1","6003","14808"
"Germany (DE)","04.01.2022 15:45 - 04.01.2022 16:00 (UTC)","0","5991","15074"
"Germany (DE)","04.01.2022 16:00 - 04.01.2022 16:15 (UTC)","0","5757","15509"
"Germany (DE)","04.01.2022 16:15 - 04.01.2022 16:30 (UTC)","0","6034","15707"
"Germany (DE)","04.01.2022 16:30 - 04.01.2022 16:45 (UTC)","0","6076","15401"
"Germany (DE)","04.01.2022 16:45 - 04.01.2022 17:00 (UTC)","0","5924","15674"
"Germany (DE)","04.01.2022 17:00 - 04.01.2022 17:15 (UTC)","0","5946","15517"
"Germany (DE)","04.01.2022 17:15 - 04.01.2022 17:30 (UTC)","0","5902","15654"
"Germany (DE)","04.01.2022 17:30 - 04.01.2022 17:45 (UTC)","0","6046","15545"
"Germany (DE)","04.01.2022 17:45 - 04.01.2022 18:00 (UTC)","0","6075","15496"
"Germany (DE)","04.01.2022 18:00 - 04.01.2022 18:15 (UTC)","0","6002","15550"
"Germany (DE)","04.01.2022 18:15 - 04.01.2022 18:30 (UTC)","0","5861","15836"
"Germany (DE)","04.01.2022 18:30 - 04.01.2022 18:45 (UTC)","0","6336","16238"
"Germany (DE)","04.01.2022 18:45 - 04.01.2022 19:00 (UTC)","0","6711","15964"
"Germany (DE)","04.01.2022 19:00 - 04.01.2022 19:15 (UTC)","0","6660","15747"
"Germany (DE)","04.01.2022 19:15 - 04.01.2022 19:30 (UTC)","0","6471","15766"
"Germany (DE)","04.01.2022 19:30 - 04.01.2022 19:45 (UTC)","0","6392","15955"
"Germany (DE)","04.01.2022 19:45 - 04.01.2022 20:00 (UTC)","0","6666","15755"
"Germany (DE)","04.01.2022 20:00 - 04.01.2022 20:15 (UTC)","0","7054","15538"
"Germany (DE)","04.01.2022 20:15 - 04.01.2022 20:30 (UTC)","0","6734","15307"
"Germany (DE)","04.01.2022 20:30 - 04.01.2022 20:45 (UTC)","0","6421","15387"
"Germany (DE)","04.01.2022 20:45 - 04.01.2022 21:00 (UTC)","0","6304","15776"
"Germany (DE)","04.01.2022 21:00 - 04.01.2022 21:15 (UTC)","0","6521","15303"
"Germany (DE)","04.01.2022 21:15 - 04.01.2022 21:30 (UTC)","0","6786","15119"
"Germany (DE)","04.01.2022 21:30 - 04.01.2022 21:45 (UTC)","0","6856","15133"
"Germany (DE)","04.01.2022 21:45 - 04.01.2022 22:00 (UTC)","0","7063","15367"
"Germany (DE)","04.01.2022 22:00 - 04.01.2022 22:15 (UTC)","0","7175","15208"
"Germany (DE)","04.01.2022 22:15 - 04.01.2022 22:30 (UTC)","0","7262","15332"
"Germany (DE)","04.01.2022 22:30 - 04.01.2022 22:45 (UTC)","0","7259","15304"
"Germany (DE)","04.01.2022 22:45 - 04.01.2022 23:00 (UTC)","0","7221","15599"
"Germany (DE)","04.01.2022 23:00 - 04.01.2022 23:15 (UTC)","0","7214","15742"
"Germany (DE)","04.01.2022 23:15 - 04.01.2022 23:30 (UTC)","0","7167","16271"
"Germany (DE)","04.01.2022 23:30 - 04.01.2022 23:45 (UTC)","0","7195","16324"
"Germany (DE)","04.01.2022 23:45 - 05.01.2022 00:00 (UTC)","0","7159","16911"
"Germany (DE)","05.01.2022 00:00 - 05.01.2022 00:15 (UTC)","0","7109","17409"
"Germany (DE)","05.01.2022 00:15 - 05.01.2022 00:30 (UTC)","0","7131","17908"
"Germany (DE)","05.01.2022 00:30 - 05.01.2022 00:45 (UTC)","0","7102","18268"
"Germany (DE)","05.01.2022 00:45 - 05.01.2022 01:00 (UTC)","0","6682","18759"
"Germany (DE)","05.01.2022 01:00 - 05.01.2022 01:15 (UTC)","0","6708","19567"
"Germany (DE)","05.01.2022 01:15 - 05.01.2022 01:30 (UTC)","0","6729","20570"
"Germany (DE)","05.01.2022 01:30 - 05.01.2022 01:45 (UTC)","0","6732","20894"
"Germany (DE)","05.01.2022 01:45 - 05.01.2022 02:00 (UTC)","0","6465","21831"
"Germany (DE)","05.01.2022 02:00 - 05.01.2022 02:15 (UTC)","0","6416","22444"
"Germany (DE)","05.01.2022 02:15 - 05.01.2022 02:30 (UTC)","0","6400","22996"
"Germany (DE)","05.01.2022 02:30 - 05.01.2022 02:45 (UTC)","0","6318","23513"
"Germany (DE)","05.01.2022 02:45 - 05.01.2022 03:00 (UTC)","0","6122","24178"
"Germany (DE)","05.01.2022 03:00 - 05.01.2022 03:15 (UTC)","0","6137","24348"
"Germany (DE)","05.01.2022 03:15 - 05.01.2022 03:30 (UTC)","0","6101","24623"
"Germany (DE)","05.01.2022 03:30 - 05.01.2022 03:45 (UTC)","0","6038","25142"
"Germany (DE)","05.01.2022 03:45 - 05.01.2022 04:00 (UTC)","0","6100","25418"
"Germany (DE)","05.01.2022 04:00 - 05.01.2022 04:15 (UTC)","0","6128","25901"
"Germany (DE)","05.01.2022 04:15 - 05.01.2022 04:30 (UTC)","0","6093","26331"
"Germany (DE)","05.01.2022 04:30 - 05.01.2022 04:45 (UTC)","0","6120","26874"
"Germany (DE)","05.01.2022 04:45 - 05.01.2022 05:00 (UTC)","0","6098","27866"
"Germany (DE)","05.01.2022 05:00 - 05.01.2022 05:15 (UTC)","0","6098","28885"
"Germany (DE)","05.01.2022 05:15 - 05.01.2022 05:30 (UTC)","0","5930","29060"
"Germany (DE)","05.01.2022 05:30 - 05.01.2022 05:45 (UTC)","0","5784","29627"
"Germany (DE)","05.01.2022 05:45 - 05.01.2022 06:00 (UTC)","0","5754","29758"
"Germany (DE)","05.01.2022 06:00 - 05.01.2022 06:15 (UTC)","0","5837","30284"
"Germany (DE)","05.01.2022 06:15 - 05.01.2022 06:30 (UTC)","0","5829","30987"
"Germany (DE)","05.01.2022 06:30 - 05.01.2022 06:45 (UTC)","0","5803","31440"
"Germany (DE)","05.01.2022 06:45 - 05.01.2022 07:00 (UTC)","0","5817","31698"
"Germany (DE)","05.01.2022 07:00 - 05.01.2022 07:15 (UTC)","5","5826","31918"
"Germany (DE)","05.01.2022 07:15 - 05.01.2022 07:30 (UTC)","46","5822","32372"
"Germany (DE)","05.01.2022 07:30 - 05.01.2022 07:45 (UTC)","151","5829","32555"
"Germany (DE)","05.01.2022 07:45 - 05.01.2022 08:00 (UTC)","426","5782","33015"
"Germany (DE)","05.01.2022 08:00 - 05.01.2022 08:15 (UTC)","798","5861","32986"
"Germany (DE)","05.01.2022 08:15 - 05.01.2022 08:30 (UTC)","1155","5844","33387"
"Germany (DE)","05.01.2022 08:30 - 05.01.2022 08:45 (UTC)","1549","5864","33399"
"Germany (DE)","05.01.2022 08:45 - 05.01.2022 09:00 (UTC)","1976","5847","33915"
"Germany (DE)","05.01.2022 09:00 - 05.01.2022 09:15 (UTC)","2547","5888","34299"
"Germany (DE)","05.01.2022 09:15 - 05.01.2022 09:30 (UTC)","3246","5893","34611"
"Germany (DE)","05.01.2022 09:30 - 05.01.2022 09:45 (UTC)","3910","5850","35011"
"Germany (DE)","05.01.2022 09:45 - 05.01.2022 10:00 (UTC)","4432","5842","35174"
"Germany (DE)","05.01.2022 10:00 - 05.01.2022 10:15 (UTC)","4831","5841","35635"
"Germany (DE)","05.01.2022 10:15 - 05.01.2022 10:30 (UTC)","5214","5850","35647"
"Germany (DE)","05.01.2022 10:30 - 05.01.2022 10:45 (UTC)","5667","5870","35707"
"Germany (DE)","05.01.2022 10:45 - 05.01.2022 11:00 (UTC)","5891","5883","35995"
"Germany (DE)","05.01.2022 11:00 - 05.01.2022 11:15 (UTC)","6155","5877","35989"
"Germany (DE)","05.01.2022 11:15 - 05.01.2022 11:30 (UTC)","6192","5883","36609"
"Germany (DE)","05.01.2022 11:30 - 05.01.2022 11:45 (UTC)","6187","5875","37071"
"Germany (DE)","05.01.2022 11:45 - 05.01.2022 12:00 (UTC)","5910","5871","37111"
"Germany (DE)","05.01.2022 12:00 - 05.01.2022 12:15 (UTC)","5733","5872","37227"
"Germany (DE)","05.01.2022 12:15 - 05.01.2022 12:30 (UTC)","5358","5878","37427"
"Germany (DE)","05.01.2022 12:30 - 05.01.2022 12:45 (UTC)","5154","5879","37428"
"Germany (DE)","05.01.2022 12:45 - 05.01.2022 13:00 (UTC)","4656","5712","37466"
"Germany (DE)","05.01.2022 13:00 - 05.01.2022 13:15 (UTC)","4122","5248","37681"
"Germany (DE)","05.01.2022 13:15 - 05.01.2022 13:30 (UTC)","3623","5261","37774"
"Germany (DE)","05.01.2022 13:30 - 05.01.2022 13:45 (UTC)","3070","5283","37550"
"Germany (DE)","05.01.2022 13:45 - 05.01.2022 14:00 (UTC)","2480","5244","37483"
"Germany (DE)","05.01.2022 14:00 - 05.01.2022 14:15 (UTC)","1908","5207","36895"
"Germany (DE)","05.01.2022 14:15 - 05.01.2022 14:30 (UTC)","1374","5160","36600"
"Germany (DE)","05.01.2022 14:30 - 05.01.2022 14:45 (UTC)","930","5212","36505"
"Germany (DE)","05.01.2022 14:45 - 05.01.2022 15:00 (UTC)","540","5171","36949"
"Germany (DE)","05.01.2022 15:00 - 05.01.2022 15:15 (UTC)","259","5140","36660"
"Germany (DE)","05.01.2022 15:15 - 05.01.2022 15:30 (UTC)","86","5100","35809"
"Germany (DE)","05.01.2022 15:30 - 05.01.2022 15:45 (UTC)","12","4999","34498"
"Germany (DE)","05.01.2022 15:45 - 05.01.2022 16:00 (UTC)","1","5017","33997"
"Germany (DE)","05.01.2022 16:00 - 05.01.2022 16:15 (UTC)","0","4994","33609"
"Germany (DE)","05.01.2022 16:15 - 05.01.2022 16:30 (UTC)","0","4960","33766"
"Germany (DE)","05.01.2022 16:30 - 05.01.2022 16:45 (UTC)","0","5033","33382"
"Germany (DE)","05.01.2022 16:45 - 05.01.2022 17:00 (UTC)","0","5069","33162"
"Germany (DE)","05.01.2022 17:00 - 05.01.2022 17:15 (UTC)","0","5037","33243"
"Germany (DE)","05.01.2022 17:15 - 05.01.2022 17:30 (UTC)","0","4974","33134"
"Germany (DE)","05.01.2022 17:30 - 05.01.2022 17:45 (UTC)","0","4759","33094"
"Germany (DE)","05.01.2022 17:45 - 05.01.2022 18:00 (UTC)","0","4718","33108"
"Germany (DE)","05.01.2022 18:00 - 05.01.2022 18:15 (UTC)","0","4906","32744"
"Germany (DE)","05.01.2022 18:15 - 05.01.2022 18:30 (UTC)","0","4995","32491"
"Germany (DE)","05.01.2022 18:30 - 05.01.2022 18:45 (UTC)","0","5151","31831"
"Germany (DE)","05.01.2022 18:45 - 05.01.2022 19:00 (UTC)","0","5084","31727"
"Germany (DE)","05.01.2022 19:00 - 05.01.2022 19:15 (UTC)","0","5084","31297"
"Germany (DE)","05.01.2022 19:15 - 05.01.2022 19:30 (UTC)","0","5146","30796"
"Germany (DE)","05.01.2022 19:30 - 05.01.2022 19:45 (UTC)","0","5137","30357"
"Germany (DE)","05.01.2022 19:45 - 05.01.2022 20:00 (UTC)","0","5087","29526"
"Germany (DE)","05.01.2022 20:00 - 05.01.2022 20:15 (UTC)","0","5060","29015"
"Germany (DE)","05.01.2022 20:15 - 05.01.2022 20:30 (UTC)","0","5115","28807"
"Germany (DE)","05.01.2022 20:30 - 05.01.2022 20:45 (UTC)","0","5086","28470"
"Germany (DE)","05.01.2022 20:45 - 05.01.2022 21:00 (UTC)","0","5207","27941"
"Germany (DE)","05.01.2022 21:00 - 05.01.2022 21:15 (UTC)","0","5232","27140"
"Germany (DE)","05.01.2022 21:15 - 05.01.2022 21:30 (UTC)","0","5430","26848"
"Germany (DE)","05.01.2022 21:30 - 05.01.2022 21:45 (UTC)","0","5470","26494"
"Germany (DE)","05.01.2022 21:45 - 05.01.2022 22:00 (UTC)","0","5390","26167"
"Germany (DE)","05.01.2022 22:00 - 05.01.2022 22:15 (UTC)","0","5305","25863"
"Germany (DE)","05.01.2022 22:15 - 05.01.2022 22:30 (UTC)","0","5517","25659"
"Germany (DE)","05.01.2022 22:30 - 05.01.2022 22:45 (UTC)","0","5636","25106"
"Germany (DE)","05.01.2022 22:45 - 05.01.2022 23:00 (UTC)","0","5578","24794"
"Germany (DE)","05.01.2022 23:00 - 05.01.2022 23:15 (UTC)","0","5410","24561"
"Germany (DE)","05.01.2022 23:15 - 05.01.2022 23:30 (UTC)","0","5462","24263"
"Germany (DE)","05.01.2022 23:30 - 05.01.2022 23:45 (UTC)","0","5362","23921"
"Germany (DE)","05.01.2022 23:45 - 06.01.2022 00:00 (UTC)","0","5290","23410"
"Germany (DE)","06.01.2022 00:00 - 06.01.2022 00:15 (UTC)","0","5345","22622"
"Germany (DE)","06.01.2022 00:15 - 06.01.2022 00:30 (UTC)","0","5301","22006"
"Germany (DE)","06.01.2022 00:30 - 06.01.2022 00:45 (UTC)","0","5731","21502"
"Germany (DE)","06.01.2022 00:45 - 06.01.2022 01:00 (UTC)","0","6185","20898"
"Germany (DE)","06.01.2022 01:00 - 06.01.2022 01:15 (UTC)","0","5968","20414"
"Germany (DE)","06.01.2022 01:15 - 06.01.2022 01:30 (UTC)","0","6114","19914"
"Germany (DE)","06.01.2022 01:30 - 06.01.2022 01:45 (UTC)","0","6560","19108"
"Germany (DE)","06.01.2022 01:45 - 06.01.2022 02:00 (UTC)","0","6677","18476"
"Germany (DE)","06.01.2022 02:00 - 06.01.2022 02:15 (UTC)","0","6535","17844"
"Germany (DE)","06.01.2022 02:15 - 06.01.2022 02:30 (UTC)","0","6543","17205"
"Germany (DE)","06.01.2022 02:30 - 06.01.2022 02:45 (UTC)","0","6476","16683"
"Germany (DE)","06.01.2022 02:45 - 06.01.2022 03:00 (UTC)","0","6384","16279"
"Germany (DE)","06.01.2022 03:00 - 06.01.2022 03:15 (UTC)","0","6041","15820"
"Germany (DE)","06.01.2022 03:15 - 06.01.2022 03:30 (UTC)","0","5858","15843"
"Germany (DE)","06.01.2022 03:30 - 06.01.2022 03:45 (UTC)","0","5613","15979"
"Germany (DE)","06.01.2022 03:45 - 06.01.2022 04:00 (UTC)","0","5307","15794"
"Germany (DE)","06.01.2022 04:00 - 06.01.2022 04:15 (UTC)","0","4781","15479"
"Germany (DE)","06.01.2022 04:15 - 06.01.2022 04:30 (UTC)","0","4580","15216"
"Germany (DE)","06.01.2022 04:30 - 06.01.2022 04:45 (UTC)","0","4274","14956"
"Germany (DE)","06.01.2022 04:45 - 06.01.2022 05:00 (UTC)","0","4038","14829"
"Germany (DE)","06.01.2022 05:00 - 06.01.2022 05:15 (UTC)","0","3786","14726"
"Germany (DE)","06.01.2022 05:15 - 06.01.2022 05:30 (UTC)","0","3475","13987"
"Germany (DE)","06.01.2022 05:30 - 06.01.2022 05:45 (UTC)","0","3007","13362"
"Germany (DE)","06.01.2022 05:45 - 06.01.2022 06:00 (UTC)","0","2754","12870"
"Germany (DE)","06.01.2022 06:00 - 06.01.2022 06:15 (UTC)","0","2546","12581"
"Germany (DE)","06.01.2022 06:15 - 06.01.2022 06:30 (UTC)","0","2405","11896"
"Germany (DE)","06.01.2022 06:30 - 06.01.2022 06:45 (UTC)","0","2271","11508"
"Germany (DE)","06.01.2022 06:45 - 06.01.2022 07:00 (UTC)","0","2121","11270"
"Germany (DE)","06.01.2022 07:00 - 06.01.2022 07:15 (UTC)","6","2007","10849"
"Germany (DE)","06.01.2022 07:15 - 06.01.2022 07:30 (UTC)","65","1642","10388"
"Germany (DE)","06.01.2022 07:30 - 06.01.2022 07:45 (UTC)","306","1338","10193"
"Germany (DE)","06.01.2022 07:45 - 06.01.2022 08:00 (UTC)","853","1266","10007"
"Germany (DE)","06.01.2022 08:00 - 06.01.2022 08:15 (UTC)","1577","1151","9668"
"Germany (DE)","06.01.2022 08:15 - 06.01.2022 08:30 (UTC)","2335","1001","8949"
"Germany (DE)","06.01.2022 08:30 - 06.01.2022 08:45 (UTC)","3242","922","8416"
"Germany (DE)","06.01.2022 08:45 - 06.01.2022 09:00 (UTC)","4236","874","8148"
"Germany (DE)","06.01.2022 09:00 - 06.01.2022 09:15 (UTC)","5233","805","7709"
"Germany (DE)","06.01.2022 09:15 - 06.01.2022 09:30 (UTC)","6175","736","7267"
"Germany (DE)","06.01.2022 09:30 - 06.01.2022 09:45 (UTC)","7063","678","6979"
"Germany (DE)","06.01.2022 09:45 - 06.01.2022 10:00 (UTC)","7991","658","6755"
"Germany (DE)","06.01.2022 10:00 - 06.01.2022 10:15 (UTC)","8832","576","6559"
"Germany (DE)","06.01.2022 10:15 - 06.01.2022 10:30 (UTC)","9506","557","6252"
"Germany (DE)","06.01.2022 10:30 - 06.01.2022 10:45 (UTC)","10098","608","5764"
"Germany (DE)","06.01.2022 10:45 - 06.01.2022 11:00 (UTC)","10554","704","5292"
"Germany (DE)","06.01.2022 11:00 - 06.01.2022 11:15 (UTC)","10887","793","5227"
"Germany (DE)","06.01.2022 11:15 - 06.01.2022 11:30 (UTC)","11051","786","5175"
"Germany (DE)","06.01.2022 11:30 - 06.01.2022 11:45 (UTC)","11075","803","5034"
"Germany (DE)","06.01.2022 11:45 - 06.01.2022 12:00 (UTC)","10895","999","4811"
"Germany (DE)","06.01.2022 12:00 - 06.01.2022 12:15 (UTC)","10836","1281","4573"
"Germany (DE)","06.01.2022 12:15 - 06.01.2022 12:30 (UTC)","10373","1358","4489"
"Germany (DE)","06.01.2022 12:30 - 06.01.2022 12:45 (UTC)","9833","1462","4259"
"Germany (DE)","06.01.2022 12:45 - 06.01.2022 13:00 (UTC)","9131","1572","4289"
"Germany (DE)","06.01.2022 13:00 - 06.01.2022 13:15 (UTC)","8240","1697","4121"
"Germany (DE)","06.01.2022 13:15 - 06.01.2022 13:30 (UTC)","7375","1790","3725"
"Germany (DE)","06.01.2022 13:30 - 06.01.2022 13:45 (UTC)","6379","1814","3720"
"Germany (DE)","06.01.2022 13:45 - 06.01.2022 14:00 (UTC)","5357","1689","3548"
"Germany (DE)","06.01.2022 14:00 - 06.01.2022 14:15 (UTC)","4287","2044","3536"
"Germany (DE)","06.01.2022 14:15 - 06.01.2022 14:30 (UTC)","3160","2283","3557"
"Germany (DE)","06.01.2022 14:30 - 06.01.2022 14:45 (UTC)","2060","2130","3582"
"Germany (DE)","06.01.2022 14:45 - 06.01.2022 15:00 (UTC)","1141","2015","3943"
"Germany (DE)","06.01.2022 15:00 - 06.01.2022 15:15 (UTC)","488","2189","4371"
"Germany (DE)","06.01.2022 15:15 - 06.01.2022 15:30 (UTC)","155","2720","4849"
"Germany (DE)","06.01.2022 15:30 - 06.01.2022 15:45 (UTC)","21","3010","5378"
"Germany (DE)","06.01.2022 15:45 - 06.01.2022 16:00 (UTC)","1","3305","5970"
"Germany (DE)","06.01.2022 16:00 - 06.01.2022 16:15 (UTC)","0","3841","6565"
"Germany (DE)","06.01.2022 16:15 - 06.01.2022 16:30 (UTC)","0","4262","7224"
"Germany (DE)","06.01.2022 16:30 - 06.01.2022 16:45 (UTC)","0","4572","7901"
"Germany (DE)","06.01.2022 16:45 - 06.01.2022 17:00 (UTC)","0","4656","8579"
"Germany (DE)","06.01.2022 17:00 - 06.01.2022 17:15 (UTC)","0","4477","9437"
"Germany (DE)","06.01.2022 17:15 - 06.01.2022 17:30 (UTC)","0","4754","10135"
"Germany (DE)","06.01.2022 17:30 - 06.01.2022 17:45 (UTC)","0","4880","10860"
"Germany (DE)","06.01.2022 17:45 - 06.01.2022 18:00 (UTC)","0","5018","11438"
"Germany (DE)","06.01.2022 18:00 - 06.01.2022 18:15 (UTC)","0","5176","12089"
"Germany (DE)","06.01.2022 18:15 - 06.01.2022 18:30 (UTC)","0","5534","12685"
"Germany (DE)","06.01.2022 18:30 - 06.01.2022 18:45 (UTC)","0","5860","13207"
"Germany (DE)","06.01.2022 18:45 - 06.01.2022 19:00 (UTC)","0","6028","13835"
"Germany (DE)","06.01.2022 19:00 - 06.01.2022 19:15 (UTC)","0","6227","14259"
"Germany (DE)","06.01.2022 19:15 - 06.01.2022 19:30 (UTC)","0","6482","14783"
"Germany (DE)","06.01.2022 19:30 - 06.01.2022 19:45 (UTC)","0","6538","15163"
"Germany (DE)","06.01.2022 19:45 - 06.01.2022 20:00 (UTC)","0","6552","15566"
"Germany (DE)","06.01.2022 20:00 - 06.01.2022 20:15 (UTC)","0","6545","15968"
"Germany (DE)","06.01.2022 20:15 - 06.01.2022 20:30 (UTC)","0","6300","16524"
"Germany (DE)","06.01.2022 20:30 - 06.01.2022 20:45 (UTC)","0","6091","16749"
"Germany (DE)","06.01.2022 20:45 - 06.01.2022 21:00 (UTC)","0","6073","17023"
"Germany (DE)","06.01.2022 21:00 - 06.01.2022 21:15 (UTC)","0","6111","16733"
"Germany (DE)","06.01.2022 21:15 - 06.01.2022 21:30 (UTC)","0","6045","17210"
"Germany (DE)","06.01.2022 21:30 - 06.01.2022 21:45 (UTC)","0","5981","17370"
"Germany (DE)","06.01.2022 21:45 - 06.01.2022 22:00 (UTC)","0","6030","17391"
"Germany (DE)","06.01.2022 22:00 - 06.01.2022 22:15 (UTC)","0","6044","17693"
